speed_m_s,wet_thickness_m,dry_thickness_m,flow_rate_m3_s,capillary_number,reynolds_number,low_flow_limit_m,low_flow_margin,speed_margin,vacuum_min_pa,vacuum_max_pa,verdict,warning_codes
0.0436947,3.13767e-07,6.77768e-08,6.85499e-10,0.00436947,0.00662649,1.79072e-06,0.175219,75.6395,2981.1,4181.1,not operable,VERY_THIN
0.0436947,3.43339e-07,7.41646e-08,7.50105e-10,0.00436947,0.00725102,1.79072e-06,0.191732,75.6395,2686.12,3886.12,not operable,VERY_THIN
0.0436947,3.75698e-07,8.11544e-08,8.20801e-10,0.00436947,0.00793441,1.79072e-06,0.209803,75.6395,2416.54,3616.54,not operable,VERY_THIN
0.0436947,4.11106e-07,8.8803e-08,8.98159e-10,0.00436947,0.0086822,1.79072e-06,0.229576,75.6395,2170.17,3370.17,not operable,VERY_THIN
0.0436947,4.49852e-07,9.71724e-08,9.82808e-10,0.00436947,0.00950048,1.79072e-06,0.251213,75.6395,1945.01,3145.01,not operable,VERY_THIN
0.0436947,4.92249e-07,1.06331e-07,1.07544e-09,0.00436947,0.0103959,1.79072e-06,0.274889,75.6395,1739.23,2939.23,not operable,VERY_THIN
0.0436947,5.38642e-07,1.16352e-07,1.17679e-09,0.00436947,0.0113757,1.79072e-06,0.300797,75.6395,1551.16,2751.16,not operable,VERY_THIN
0.0436947,5.89408e-07,1.27318e-07,1.2877e-09,0.00436947,0.0124478,1.79072e-06,0.329146,75.6395,1379.27,2579.27,not operable,VERY_THIN
0.0436947,6.44958e-07,1.39317e-07,1.40906e-09,0.00436947,0.013621,1.79072e-06,0.360167,75.6395,1222.18,2422.18,not operable,VERY_THIN
0.0436947,7.05744e-07,1.52448e-07,1.54186e-09,0.00436947,0.0149047,1.79072e-06,0.394112,75.6395,1078.6,2278.6,not operable,VERY_THIN
0.0436947,7.72258e-07,1.66815e-07,1.68718e-09,0.00436947,0.0163094,1.79072e-06,0.431256,75.6395,947.372,2147.37,not operable,VERY_THIN
0.0436947,8.45042e-07,1.82537e-07,1.84619e-09,0.00436947,0.0178465,1.79072e-06,0.471901,75.6395,827.426,2027.43,not operable,VERY_THIN
0.0436947,9.24685e-07,1.99741e-07,2.02019e-09,0.00436947,0.0195285,1.79072e-06,0.516376,75.6395,717.79,1917.79,not operable,VERY_THIN
0.0436947,1.01183e-06,2.18566e-07,2.21059e-09,0.00436947,0.021369,1.79072e-06,0.565043,75.6395,617.575,1817.58,not operable,VERY_THIN
0.0436947,1.1072e-06,2.39165e-07,2.41893e-09,0.00436947,0.023383,1.79072e-06,0.618297,75.6395,525.967,1725.97,not operable,VERY_THIN
0.0436947,1.21155e-06,2.61706e-07,2.64691e-09,0.00436947,0.0255868,1.79072e-06,0.67657,75.6395,442.222,1642.22,not operable,VERY_THIN
0.0436947,1.32573e-06,2.86371e-07,2.89637e-09,0.00436947,0.0279983,1.79072e-06,0.740335,75.6395,365.66,1565.66,not operable,VERY_THIN
0.0436947,1.45068e-06,3.13361e-07,3.16935e-09,0.00436947,0.0306371,1.79072e-06,0.810109,75.6395,295.66,1495.66,not operable,VERY_THIN
0.0436947,1.5874e-06,3.42894e-07,3.46805e-09,0.00436947,0.0335245,1.79072e-06,0.88646,75.6395,231.654,1431.65,not operable,VERY_THIN
0.0436947,1.73701e-06,3.75211e-07,3.79491e-09,0.00436947,0.0366841,1.79072e-06,0.970006,75.6395,173.121,1373.12,not operable,VERY_THIN
0.0436947,1.90072e-06,4.10574e-07,4.15257e-09,0.00436947,0.0401415,1.79072e-06,1.06143,75.6395,119.588,1319.59,marginal,VERY_THIN
0.0436947,2.07986e-06,4.49269e-07,4.54394e-09,0.00436947,0.0439247,1.79072e-06,1.16146,75.6395,70.619,1270.62,marginal,
0.0436947,2.27588e-06,4.91612e-07,4.97219e-09,0.00436947,0.0480645,1.79072e-06,1.27093,75.6395,25.8168,1225.82,marginal,
0.0436947,2.49037e-06,5.37945e-07,5.44081e-09,0.00436947,0.0525945,1.79072e-06,1.39071,75.6395,-15.1821,1184.82,marginal,
0.0436947,2.72508e-06,5.88644e-07,5.95359e-09,0.00436947,0.0575514,1.79072e-06,1.52178,75.6395,-52.7107,1147.29,operable,
0.0436947,2.98191e-06,6.44123e-07,6.5147e-09,0.00436947,0.0629754,1.79072e-06,1.6652,75.6395,-87.0735,1112.93,operable,
0.0436947,3.26295e-06,7.0483e-07,7.12869e-09,0.00436947,0.0689107,1.79072e-06,1.82215,75.6395,-118.55,1081.45,operable,
0.0436947,3.57048e-06,7.71258e-07,7.80055e-09,0.00436947,0.0754053,1.79072e-06,1.99388,75.6395,-147.394,1052.61,operable,
0.0436947,3.90698e-06,8.43947e-07,8.53573e-09,0.00436947,0.0825121,1.79072e-06,2.1818,75.6395,-173.842,1026.16,operable,
0.0436947,4.27521e-06,9.23487e-07,9.3402e-09,0.00436947,0.0902886,1.79072e-06,2.38742,75.6395,-198.107,1001.89,operable,
0.0436947,4.67814e-06,1.01052e-06,1.02205e-08,0.00436947,0.0987981,1.79072e-06,2.61243,75.6395,-220.387,979.613,operable,
0.0436947,5.11904e-06,1.10576e-06,1.11837e-08,0.00436947,0.10811,1.79072e-06,2.85865,75.6395,-240.862,959.138,operable,
0.0436947,5.60149e-06,1.20998e-06,1.22378e-08,0.00436947,0.118299,1.79072e-06,3.12807,75.6395,-259.698,940.302,operable,
0.0436947,6.12942e-06,1.32401e-06,1.33912e-08,0.00436947,0.129448,1.79072e-06,3.42288,75.6395,-277.05,922.95,operable,
0.0436947,6.7071e-06,1.4488e-06,1.46532e-08,0.00436947,0.141648,1.79072e-06,3.74548,75.6395,-293.056,906.944,operable,
0.0436947,7.33923e-06,1.58534e-06,1.60343e-08,0.00436947,0.154998,1.79072e-06,4.09848,75.6395,-307.848,892.152,operable,
0.0436947,8.03093e-06,1.73476e-06,1.75455e-08,0.00436947,0.169606,1.79072e-06,4.48475,75.6395,-321.545,878.455,operable,
0.0436947,8.78782e-06,1.89826e-06,1.91991e-08,0.00436947,0.185591,1.79072e-06,4.90743,75.6395,-334.259,865.741,operable,
0.0436947,9.61605e-06,2.07716e-06,2.10085e-08,0.00436947,0.203083,1.79072e-06,5.36994,75.6395,-346.092,853.908,operable,
0.0436947,1.05223e-05,2.27293e-06,2.29885e-08,0.00436947,0.222223,1.79072e-06,5.87604,75.6395,-357.141,842.859,operable,
0.0436947,1.1514e-05,2.48715e-06,2.51552e-08,0.00436947,0.243166,1.79072e-06,6.42984,75.6395,-367.496,832.504,operable,
0.0436947,1.25992e-05,2.72155e-06,2.7526e-08,0.00436947,0.266084,1.79072e-06,7.03584,75.6395,-377.24,822.76,operable,
0.0436947,1.37867e-05,2.97805e-06,3.01202e-08,0.00436947,0.291162,1.79072e-06,7.69895,75.6395,-386.453,813.547,operable,
0.0436947,1.5086e-05,3.25873e-06,3.2959e-08,0.00436947,0.318603,1.79072e-06,8.42455,75.6395,-395.209,804.791,operable,
0.0436947,1.65078e-05,3.56585e-06,3.60653e-08,0.00436947,0.348631,1.79072e-06,9.21854,75.6395,-403.58,796.42,operable,
0.0436947,1.80636e-05,3.90192e-06,3.94643e-08,0.00436947,0.381488,1.79072e-06,10.0874,75.6395,-411.633,788.367,operable,
0.0436947,1.97661e-05,4.26967e-06,4.31837e-08,0.00436947,0.417443,1.79072e-06,11.0381,75.6395,-419.434,780.566,operable,
0.0436947,2.1629e-05,4.67207e-06,4.72537e-08,0.00436947,0.456785,1.79072e-06,12.0784,75.6395,-427.046,772.954,operable,
0.0436947,2.36675e-05,5.1124e-06,5.17072e-08,0.00436947,0.499836,1.79072e-06,13.2167,75.6395,-434.531,765.469,operable,
0.0436947,2.58981e-05,5.59424e-06,5.65805e-08,0.00436947,0.546945,1.79072e-06,14.4624,75.6395,-441.95,758.05,operable,
0.0436947,2.83389e-05,6.12148e-06,6.1913e-08,0.00436947,0.598493,1.79072e-06,15.8254,75.6395,-449.363,750.637,operable,
0.0436947,3.10098e-05,6.69841e-06,6.77482e-08,0.00436947,0.654899,1.79072e-06,17.3169,75.6395,-456.829,743.171,operable,
0.0436947,3.39323e-05,7.32972e-06,7.41333e-08,0.00436947,0.716621,1.79072e-06,18.949,75.6395,-464.411,735.589,operable,
0.0436947,3.71304e-05,8.02052e-06,8.11201e-08,0.00436947,0.784161,1.79072e-06,20.7349,75.6395,-472.169,727.831,operable,
0.0436947,4.06298e-05,8.77644e-06,8.87655e-08,0.00436947,0.858066,1.79072e-06,22.6891,75.6395,-480.166,719.834,operable,
0.0436947,4.44591e-05,9.60359e-06,9.71314e-08,0.00436947,0.938937,1.79072e-06,24.8275,75.6395,-488.467,711.533,operable,
0.0436947,4.86492e-05,1.05087e-05,1.06286e-07,0.00436947,1.02743,1.79072e-06,27.1674,75.6395,-497.139,702.861,operable,RE_HIGH
0.0436947,5.32343e-05,1.14991e-05,1.16303e-07,0.00436947,1.12426,1.79072e-06,29.7279,75.6395,-506.254,693.746,operable,RE_HIGH
0.0436947,5.82515e-05,1.25829e-05,1.27264e-07,0.00436947,1.23022,1.79072e-06,32.5297,75.6395,-515.884,684.116,operable,RE_HIGH
0.0436947,6.37415e-05,1.37688e-05,1.39258e-07,0.00436947,1.34617,1.79072e-06,35.5955,75.6395,-526.109,673.891,operable,RE_HIGH
0.0436947,6.9749e-05,1.50665e-05,1.52383e-07,0.00436947,1.47304,1.79072e-06,38.9503,75.6395,-537.011,662.989,operable,RE_HIGH
0.0436947,7.63227e-05,1.64864e-05,1.66745e-07,0.00436947,1.61187,1.79072e-06,42.6212,75.6395,-548.678,651.322,operable,RE_HIGH
0.0436947,8.35159e-05,1.80402e-05,1.8246e-07,0.00436947,1.76378,1.79072e-06,46.6382,75.6395,-561.205,638.795,operable,RE_HIGH
0.0436947,9.1387e-05,1.97405e-05,1.99657e-07,0.00436947,1.93001,1.79072e-06,51.0337,75.6395,-574.695,625.305,operable,RE_HIGH
0.0436947,0.0001,2.1601e-05,2.18474e-07,0.00436947,2.11191,1.79072e-06,55.8435,75.6395,-589.256,610.744,not operable,RE_HIGH;FLOODING
0.0497732,2e-07,4.3202e-08,4.97732e-10,0.00497732,0.00481141,1.95316e-06,0.102398,66.4022,5438.32,6638.32,not operable,VERY_THIN
0.0497732,2.18849e-07,4.72736e-08,5.44642e-10,0.00497732,0.00526487,1.95316e-06,0.112049,66.4022,4933.6,6133.6,not operable,VERY_THIN
0.0497732,2.39475e-07,5.1729e-08,5.95973e-10,0.00497732,0.00576107,1.95316e-06,0.122609,66.4022,4472.36,5672.36,not operable,VERY_THIN
0.0497732,2.62045e-07,5.66044e-08,6.52142e-10,0.00497732,0.00630404,1.95316e-06,0.134165,66.4022,4050.83,5250.83,not operable,VERY_THIN
0.0497732,2.86742e-07,6.19392e-08,7.13605e-10,0.00497732,0.00689818,1.95316e-06,0.146809,66.4022,3665.61,4865.61,not operable,VERY_THIN
0.0497732,3.13767e-07,6.77768e-08,7.8086e-10,0.00497732,0.00754831,1.95316e-06,0.160646,66.4022,3313.55,4513.55,not operable,VERY_THIN
0.0497732,3.43339e-07,7.41646e-08,8.54454e-10,0.00497732,0.00825972,1.95316e-06,0.175786,66.4022,2991.81,4191.81,not operable,VERY_THIN
0.0497732,3.75698e-07,8.11544e-08,9.34984e-10,0.00497732,0.00903818,1.95316e-06,0.192353,66.4022,2697.77,3897.77,not operable,VERY_THIN
0.0497732,4.11106e-07,8.8803e-08,1.0231e-09,0.00497732,0.00989,1.95316e-06,0.210482,66.4022,2429.04,3629.04,not operable,VERY_THIN
0.0497732,4.49852e-07,9.71724e-08,1.11953e-09,0.00497732,0.0108221,1.95316e-06,0.23032,66.4022,2183.45,3383.45,not operable,VERY_THIN
0.0497732,4.92249e-07,1.06331e-07,1.22504e-09,0.00497732,0.0118421,1.95316e-06,0.252027,66.4022,1959,3159,not operable,VERY_THIN
0.0497732,5.38642e-07,1.16352e-07,1.3405e-09,0.00497732,0.0129581,1.95316e-06,0.27578,66.4022,1753.87,2953.87,not operable,VERY_THIN
0.0497732,5.89408e-07,1.27318e-07,1.46684e-09,0.00497732,0.0141794,1.95316e-06,0.301771,66.4022,1566.39,2766.39,not operable,VERY_THIN
0.0497732,6.44958e-07,1.39317e-07,1.60508e-09,0.00497732,0.0155158,1.95316e-06,0.330212,66.4022,1395.04,2595.04,not operable,VERY_THIN
0.0497732,7.05744e-07,1.52448e-07,1.75636e-09,0.00497732,0.0169781,1.95316e-06,0.361334,66.4022,1238.43,2438.43,not operable,VERY_THIN
0.0497732,7.72258e-07,1.66815e-07,1.92189e-09,0.00497732,0.0185783,1.95316e-06,0.395389,66.4022,1095.29,2295.29,not operable,VERY_THIN
0.0497732,8.45042e-07,1.82537e-07,2.10302e-09,0.00497732,0.0203292,1.95316e-06,0.432653,66.4022,964.463,2164.46,not operable,VERY_THIN
0.0497732,9.24685e-07,1.99741e-07,2.30123e-09,0.00497732,0.0222452,1.95316e-06,0.473429,66.4022,844.876,2044.88,not operable,VERY_THIN
0.0497732,1.01183e-06,2.18566e-07,2.51811e-09,0.00497732,0.0243417,1.95316e-06,0.518049,66.4022,735.563,1935.56,not operable,VERY_THIN
0.0497732,1.1072e-06,2.39165e-07,2.75544e-09,0.00497732,0.0266359,1.95316e-06,0.566873,66.4022,635.637,1835.64,not operable,VERY_THIN
0.0497732,1.21155e-06,2.61706e-07,3.01513e-09,0.00497732,0.0291462,1.95316e-06,0.6203,66.4022,544.287,1744.29,not operable,VERY_THIN
0.0497732,1.32573e-06,2.86371e-07,3.2993e-09,0.00497732,0.0318932,1.95316e-06,0.678761,66.4022,460.771,1660.77,not operable,VERY_THIN
0.0497732,1.45068e-06,3.13361e-07,3.61025e-09,0.00497732,0.034899,1.95316e-06,0.742733,66.4022,384.412,1584.41,not operable,VERY_THIN
0.0497732,1.5874e-06,3.42894e-07,3.9505e-09,0.00497732,0.0381882,1.95316e-06,0.812733,66.4022,314.589,1514.59,not operable,VERY_THIN
0.0497732,1.73701e-06,3.75211e-07,4.32283e-09,0.00497732,0.0417873,1.95316e-06,0.889331,66.4022,250.735,1450.74,not operable,VERY_THIN
0.0497732,1.90072e-06,4.10574e-07,4.73024e-09,0.00497732,0.0457257,1.95316e-06,0.973148,66.4022,192.333,1392.33,not operable,VERY_THIN
0.0497732,2.07986e-06,4.49269e-07,5.17605e-09,0.00497732,0.0500352,1.95316e-06,1.06487,66.4022,138.908,1338.91,marginal,
0.0497732,2.27588e-06,4.91612e-07,5.66388e-09,0.00497732,0.0547509,1.95316e-06,1.16523,66.4022,90.0272,1290.03,marginal,
0.0497732,2.49037e-06,5.37945e-07,6.19769e-09,0.00497732,0.059911,1.95316e-06,1.27505,66.4022,45.2927,1245.29,marginal,
0.0497732,2.72508e-06,5.88644e-07,6.78181e-09,0.00497732,0.0655575,1.95316e-06,1.39522,66.4022,4.3419,1204.34,marginal,
0.0497732,2.98191e-06,6.44123e-07,7.42097e-09,0.00497732,0.0717361,1.95316e-06,1.52671,66.4022,-33.1577,1166.84,operable,
0.0497732,3.26295e-06,7.0483e-07,8.12038e-09,0.00497732,0.078497,1.95316e-06,1.6706,66.4022,-67.5105,1132.49,operable,
0.0497732,3.57048e-06,7.71258e-07,8.8857e-09,0.00497732,0.0858951,1.95316e-06,1.82805,66.4022,-98.9953,1101,operable,
0.0497732,3.90698e-06,8.43947e-07,9.72316e-09,0.00497732,0.0939905,1.95316e-06,2.00034,66.4022,-127.868,1072.13,operable,
0.0497732,4.27521e-06,9.23487e-07,1.06395e-08,0.00497732,0.102849,1.95316e-06,2.18886,66.4022,-154.362,1045.64,operable,
0.0497732,4.67814e-06,1.01052e-06,1.16423e-08,0.00497732,0.112542,1.95316e-06,2.39516,66.4022,-178.694,1021.31,operable,
0.0497732,5.11904e-06,1.10576e-06,1.27395e-08,0.00497732,0.123149,1.95316e-06,2.6209,66.4022,-201.06,998.94,operable,
0.0497732,5.60149e-06,1.20998e-06,1.39402e-08,0.00497732,0.134755,1.95316e-06,2.86791,66.4022,-221.642,978.358,operable,
0.0497732,6.12942e-06,1.32401e-06,1.5254e-08,0.00497732,0.147456,1.95316e-06,3.1382,66.4022,-240.607,959.393,operable,
0.0497732,6.7071e-06,1.4488e-06,1.66917e-08,0.00497732,0.161353,1.95316e-06,3.43397,66.4022,-258.109,941.891,operable,
0.0497732,7.33923e-06,1.58534e-06,1.82648e-08,0.00497732,0.17656,1.95316e-06,3.75761,66.4022,-274.291,925.709,operable,
0.0497732,8.03093e-06,1.73476e-06,1.99863e-08,0.00497732,0.1932,1.95316e-06,4.11175,66.4022,-289.283,910.717,operable,
0.0497732,8.78782e-06,1.89826e-06,2.18699e-08,0.00497732,0.211409,1.95316e-06,4.49928,66.4022,-303.208,896.792,operable,
0.0497732,9.61605e-06,2.07716e-06,2.39311e-08,0.00497732,0.231334,1.95316e-06,4.92332,66.4022,-316.178,883.822,operable,
0.0497732,1.05223e-05,2.27293e-06,2.61865e-08,0.00497732,0.253136,1.95316e-06,5.38733,66.4022,-328.298,871.702,operable,
0.0497732,1.1514e-05,2.48715e-06,2.86545e-08,0.00497732,0.276994,1.95316e-06,5.89507,66.4022,-339.668,860.332,operable,
0.0497732,1.25992e-05,2.72155e-06,3.13552e-08,0.00497732,0.3031,1.95316e-06,6.45067,66.4022,-350.379,849.621,operable,
0.0497732,1.37867e-05,2.97805e-06,3.43103e-08,0.00497732,0.331666,1.95316e-06,7.05863,66.4022,-360.518,839.482,operable,
0.0497732,1.5086e-05,3.25873e-06,3.7544e-08,0.00497732,0.362925,1.95316e-06,7.72388,66.4022,-370.167,829.833,operable,
0.0497732,1.65078e-05,3.56585e-06,4.10824e-08,0.00497732,0.39713,1.95316e-06,8.45184,66.4022,-379.405,820.595,operable,
0.0497732,1.80636e-05,3.90192e-06,4.49543e-08,0.00497732,0.434558,1.95316e-06,9.2484,66.4022,-388.307,811.693,operable,
0.0497732,1.97661e-05,4.26967e-06,4.91911e-08,0.00497732,0.475514,1.95316e-06,10.12,66.4022,-396.946,803.054,operable,
0.0497732,2.1629e-05,4.67207e-06,5.38272e-08,0.00497732,0.52033,1.95316e-06,11.0738,66.4022,-405.39,794.61,operable,
0.0497732,2.36675e-05,5.1124e-06,5.89003e-08,0.00497732,0.56937,1.95316e-06,12.1175,66.4022,-413.71,786.29,operable,
0.0497732,2.58981e-05,5.59424e-06,6.44515e-08,0.00497732,0.623031,1.95316e-06,13.2596,66.4022,-421.971,778.029,operable,
0.0497732,2.83389e-05,6.12148e-06,7.05259e-08,0.00497732,0.68175,1.95316e-06,14.5092,66.4022,-430.242,769.758,operable,
0.0497732,3.10098e-05,6.69841e-06,7.71728e-08,0.00497732,0.746003,1.95316e-06,15.8767,66.4022,-438.59,761.41,operable,
0.0497732,3.39323e-05,7.32972e-06,8.44461e-08,0.00497732,0.816312,1.95316e-06,17.373,66.4022,-447.081,752.919,operable,
0.0497732,3.71304e-05,8.02052e-06,9.24049e-08,0.00497732,0.893248,1.95316e-06,19.0104,66.4022,-455.786,744.214,operable,
0.0497732,4.06298e-05,8.77644e-06,1.01114e-07,0.00497732,0.977434,1.95316e-06,20.8021,66.4022,-464.775,735.225,operable,
0.0497732,4.44591e-05,9.60359e-06,1.10644e-07,0.00497732,1.06955,1.95316e-06,22.7626,66.4022,-474.121,725.879,operable,RE_HIGH
0.0497732,4.86492e-05,1.05087e-05,1.21071e-07,0.00497732,1.17036,1.95316e-06,24.9079,66.4022,-483.899,716.101,operable,RE_HIGH
0.0497732,5.32343e-05,1.14991e-05,1.32482e-07,0.00497732,1.28066,1.95316e-06,27.2554,66.4022,-494.19,705.81,operable,RE_HIGH
0.0497732,5.82515e-05,1.25829e-05,1.44968e-07,0.00497732,1.40136,1.95316e-06,29.8242,66.4022,-505.076,694.924,operable,RE_HIGH
0.0497732,6.37415e-05,1.37688e-05,1.58631e-07,0.00497732,1.53343,1.95316e-06,32.635,66.4022,-516.646,683.354,operable,RE_HIGH
0.0497732,6.9749e-05,1.50665e-05,1.73582e-07,0.00497732,1.67796,1.95316e-06,35.7108,66.4022,-528.994,671.006,operable,RE_HIGH
0.0497732,7.63227e-05,1.64864e-05,1.89941e-07,0.00497732,1.8361,1.95316e-06,39.0764,66.4022,-542.22,657.78,operable,RE_HIGH
0.0497732,8.35159e-05,1.80402e-05,2.07843e-07,0.00497732,2.00915,1.95316e-06,42.7593,66.4022,-556.431,643.569,operable,RE_HIGH
0.0497732,9.1387e-05,1.97405e-05,2.27431e-07,0.00497732,2.1985,1.95316e-06,46.7892,66.4022,-571.743,628.257,operable,RE_HIGH
0.0497732,0.0001,2.1601e-05,2.48866e-07,0.00497732,2.40571,1.95316e-06,51.199,66.4022,-588.281,611.719,not operable,RE_HIGH;FLOODING
0.0566973,2e-07,4.3202e-08,5.66973e-10,0.00566973,0.00548074,2.13034e-06,0.0938816,58.2929,5994.73,7194.73,not operable,VERY_THIN
0.0566973,2.18849e-07,4.72736e-08,6.20408e-10,0.00566973,0.00599728,2.13034e-06,0.10273,58.2929,5444.23,6644.23,not operable,VERY_THIN
0.0566973,2.39475e-07,5.1729e-08,6.7888e-10,0.00566973,0.00656251,2.13034e-06,0.112412,58.2929,4941.15,6141.15,not operable,VERY_THIN
0.0566973,2.62045e-07,5.66044e-08,7.42863e-10,0.00566973,0.00718101,2.13034e-06,0.123006,58.2929,4481.38,5681.38,not operable,VERY_THIN
0.0566973,2.86742e-07,6.19392e-08,8.12876e-10,0.00566973,0.0078578,2.13034e-06,0.134599,58.2929,4061.2,5261.2,not operable,VERY_THIN
0.0566973,3.13767e-07,6.77768e-08,8.89487e-10,0.00566973,0.00859838,2.13034e-06,0.147285,58.2929,3677.21,4877.21,not operable,VERY_THIN
0.0566973,3.43339e-07,7.41646e-08,9.73319e-10,0.00566973,0.00940875,2.13034e-06,0.161166,58.2929,3326.28,4526.28,not operable,VERY_THIN
0.0566973,3.75698e-07,8.11544e-08,1.06505e-09,0.00566973,0.0102955,2.13034e-06,0.176355,58.2929,3005.56,4205.56,not operable,VERY_THIN
0.0566973,4.11106e-07,8.8803e-08,1.16543e-09,0.00566973,0.0112658,2.13034e-06,0.192977,58.2929,2712.46,3912.46,not operable,VERY_THIN
0.0566973,4.49852e-07,9.71724e-08,1.27527e-09,0.00566973,0.0123276,2.13034e-06,0.211164,58.2929,2444.58,3644.58,not operable,VERY_THIN
0.0566973,4.92249e-07,1.06331e-07,1.39546e-09,0.00566973,0.0134894,2.13034e-06,0.231066,58.2929,2199.77,3399.77,not operable,VERY_THIN
0.0566973,5.38642e-07,1.16352e-07,1.52698e-09,0.00566973,0.0147608,2.13034e-06,0.252843,58.2929,1976.02,3176.02,not operable,VERY_THIN
0.0566973,5.89408e-07,1.27318e-07,1.67089e-09,0.00566973,0.016152,2.13034e-06,0.276673,58.2929,1771.53,2971.53,not operable,VERY_THIN
0.0566973,6.44958e-07,1.39317e-07,1.82837e-09,0.00566973,0.0176742,2.13034e-06,0.302749,58.2929,1584.64,2784.64,not operable,VERY_THIN
0.0566973,7.05744e-07,1.52448e-07,2.00069e-09,0.00566973,0.01934,2.13034e-06,0.331282,58.2929,1413.82,2613.82,not operable,VERY_THIN
0.0566973,7.72258e-07,1.66815e-07,2.18925e-09,0.00566973,0.0211627,2.13034e-06,0.362504,58.2929,1257.69,2457.69,not operable,VERY_THIN
0.0566973,8.45042e-07,1.82537e-07,2.39558e-09,0.00566973,0.0231573,2.13034e-06,0.396669,58.2929,1114.98,2314.98,not operable,VERY_THIN
0.0566973,9.24685e-07,1.99741e-07,2.62135e-09,0.00566973,0.0253398,2.13034e-06,0.434054,58.2929,984.538,2184.54,not operable,VERY_THIN
0.0566973,1.01183e-06,2.18566e-07,2.86841e-09,0.00566973,0.027728,2.13034e-06,0.474963,58.2929,865.302,2065.3,not operable,VERY_THIN
0.0566973,1.1072e-06,2.39165e-07,3.13875e-09,0.00566973,0.0303413,2.13034e-06,0.519727,58.2929,756.303,1956.3,not operable,VERY_THIN
0.0566973,1.21155e-06,2.61706e-07,3.43457e-09,0.00566973,0.0332008,2.13034e-06,0.56871,58.2929,656.657,1856.66,not operable,VERY_THIN
0.0566973,1.32573e-06,2.86371e-07,3.75827e-09,0.00566973,0.0363299,2.13034e-06,0.622309,58.2929,565.556,1765.56,not operable,VERY_THIN
0.0566973,1.45068e-06,3.13361e-07,4.11248e-09,0.00566973,0.0397539,2.13034e-06,0.68096,58.2929,482.258,1682.26,not operable,VERY_THIN
0.0566973,1.5874e-06,3.42894e-07,4.50007e-09,0.00566973,0.0435006,2.13034e-06,0.745139,58.2929,406.089,1606.09,not operable,VERY_THIN
0.0566973,1.73701e-06,3.75211e-07,4.92418e-09,0.00566973,0.0476005,2.13034e-06,0.815366,58.2929,336.431,1536.43,not operable,VERY_THIN
0.0566973,1.90072e-06,4.10574e-07,5.38828e-09,0.00566973,0.0520867,2.13034e-06,0.892212,58.2929,272.716,1472.72,not operable,VERY_THIN
0.0566973,2.07986e-06,4.49269e-07,5.89611e-09,0.00566973,0.0569957,2.13034e-06,0.976301,58.2929,214.43,1414.43,not operable,
0.0566973,2.27588e-06,4.91612e-07,6.4518e-09,0.00566973,0.0623674,2.13034e-06,1.06831,58.2929,161.097,1361.1,marginal,
0.0566973,2.49037e-06,5.37945e-07,7.05986e-09,0.00566973,0.0682454,2.13034e-06,1.169,58.2929,112.286,1312.29,marginal,
0.0566973,2.72508e-06,5.88644e-07,7.72524e-09,0.00566973,0.0746773,2.13034e-06,1.27918,58.2929,67.6002,1267.6,marginal,
0.0566973,2.98191e-06,6.44123e-07,8.45332e-09,0.00566973,0.0817154,2.13034e-06,1.39973,58.2929,26.6765,1226.68,marginal,
0.0566973,3.26295e-06,7.0483e-07,9.25002e-09,0.00566973,0.0894169,2.13034e-06,1.53166,58.2929,-10.8169,1189.18,operable,
0.0566973,3.57048e-06,7.71258e-07,1.01218e-08,0.00566973,0.0978442,2.13034e-06,1.67601,58.2929,-45.1845,1154.82,operable,
0.0566973,3.90698e-06,8.43947e-07,1.10758e-08,0.00566973,0.107066,2.13034e-06,1.83397,58.2929,-76.7052,1123.29,operable,
0.0566973,4.27521e-06,9.23487e-07,1.21196e-08,0.00566973,0.117156,2.13034e-06,2.00682,58.2929,-105.635,1094.37,operable,
0.0566973,4.67814e-06,1.01052e-06,1.32619e-08,0.00566973,0.128198,2.13034e-06,2.19595,58.2929,-132.209,1067.79,operable,
0.0566973,5.11904e-06,1.10576e-06,1.45118e-08,0.00566973,0.14028,2.13034e-06,2.40292,58.2929,-156.642,1043.36,operable,
0.0566973,5.60149e-06,1.20998e-06,1.58795e-08,0.00566973,0.153502,2.13034e-06,2.62939,58.2929,-179.133,1020.87,operable,
0.0566973,6.12942e-06,1.32401e-06,1.73761e-08,0.00566973,0.167969,2.13034e-06,2.8772,58.2929,-199.864,1000.14,operable,
0.0566973,6.7071e-06,1.4488e-06,1.90137e-08,0.00566973,0.183799,2.13034e-06,3.14837,58.2929,-219.005,980.995,operable,
0.0566973,7.33923e-06,1.58534e-06,2.08057e-08,0.00566973,0.201122,2.13034e-06,3.44509,58.2929,-236.709,963.291,operable,
0.0566973,8.03093e-06,1.73476e-06,2.27666e-08,0.00566973,0.220077,2.13034e-06,3.76978,58.2929,-253.121,946.879,operable,
0.0566973,8.78782e-06,1.89826e-06,2.49123e-08,0.00566973,0.240819,2.13034e-06,4.12507,58.2929,-268.375,931.625,operable,
0.0566973,9.61605e-06,2.07716e-06,2.72602e-08,0.00566973,0.263515,2.13034e-06,4.51385,58.2929,-282.593,917.407,operable,
0.0566973,1.05223e-05,2.27293e-06,2.98294e-08,0.00566973,0.288351,2.13034e-06,4.93927,58.2929,-295.892,904.108,operable,
