speed_m_s,wet_thickness_m,dry_thickness_m,flow_rate_m3_s,capillary_number,reynolds_number,low_flow_limit_m,low_flow_margin,speed_margin,vacuum_min_pa,vacuum_max_pa,verdict,warning_codes
0.001,2e-07,4.3202e-08,1e-11,0.0001,9.66667e-05,1.44347e-07,1.38555,3305.05,-163.366,1036.63,marginal,VERY_THIN
0.001,2.18849e-07,4.72736e-08,1.09425e-11,0.0001,0.000105777,1.44347e-07,1.51613,3305.05,-200.664,999.336,operable,VERY_THIN
0.001,2.39475e-07,5.1729e-08,1.19738e-11,0.0001,0.000115746,1.44347e-07,1.65902,3305.05,-234.75,965.25,operable,VERY_THIN
0.001,2.62045e-07,5.66044e-08,1.31023e-11,0.0001,0.000126655,1.44347e-07,1.81538,3305.05,-265.901,934.099,operable,VERY_THIN
0.001,2.86742e-07,6.19392e-08,1.43371e-11,0.0001,0.000138592,1.44347e-07,1.98648,3305.05,-294.368,905.632,operable,VERY_THIN
0.001,3.13767e-07,6.77768e-08,1.56884e-11,0.0001,0.000151654,1.44347e-07,2.1737,3305.05,-320.384,879.616,operable,VERY_THIN
0.001,3.43339e-07,7.41646e-08,1.71669e-11,0.0001,0.000165947,1.44347e-07,2.37856,3305.05,-344.159,855.841,operable,VERY_THIN
0.001,3.75698e-07,8.11544e-08,1.87849e-11,0.0001,0.000181587,1.44347e-07,2.60274,3305.05,-365.887,834.113,operable,VERY_THIN
0.001,4.11106e-07,8.8803e-08,2.05553e-11,0.0001,0.000198701,1.44347e-07,2.84804,3305.05,-385.744,814.256,operable,VERY_THIN
0.001,4.49852e-07,9.71724e-08,2.24926e-11,0.0001,0.000217428,1.44347e-07,3.11646,3305.05,-403.89,796.11,operable,VERY_THIN
0.001,4.92249e-07,1.06331e-07,2.46125e-11,0.0001,0.00023792,1.44347e-07,3.41018,3305.05,-420.474,779.526,operable,VERY_THIN
0.001,5.38642e-07,1.16352e-07,2.69321e-11,0.0001,0.000260344,1.44347e-07,3.73158,3305.05,-435.629,764.371,operable,VERY_THIN
0.001,5.89408e-07,1.27318e-07,2.94704e-11,0.0001,0.000284881,1.44347e-07,4.08327,3305.05,-449.48,750.52,operable,VERY_THIN
0.001,6.44958e-07,1.39317e-07,3.22479e-11,0.0001,0.00031173,1.44347e-07,4.46811,3305.05,-462.138,737.862,operable,VERY_THIN
0.001,7.05744e-07,1.52448e-07,3.52872e-11,0.0001,0.00034111,1.44347e-07,4.88921,3305.05,-473.706,726.294,operable,VERY_THIN
0.001,7.72258e-07,1.66815e-07,3.86129e-11,0.0001,0.000373258,1.44347e-07,5.35001,3305.05,-484.278,715.722,operable,VERY_THIN
0.001,8.45042e-07,1.82537e-07,4.22521e-11,0.0001,0.000408437,1.44347e-07,5.85423,3305.05,-493.94,706.06,operable,VERY_THIN
0.001,9.24685e-07,1.99741e-07,4.62342e-11,0.0001,0.000446931,1.44347e-07,6.40598,3305.05,-502.771,697.229,operable,VERY_THIN
0.001,1.01183e-06,2.18566e-07,5.05917e-11,0.0001,0.000489053,1.44347e-07,7.00973,3305.05,-510.841,689.159,operable,VERY_THIN
0.001,1.1072e-06,2.39165e-07,5.53598e-11,0.0001,0.000535145,1.44347e-07,7.67037,3305.05,-518.217,681.783,operable,VERY_THIN
0.001,1.21155e-06,2.61706e-07,6.05773e-11,0.0001,0.000585581,1.44347e-07,8.39329,3305.05,-524.958,675.042,operable,VERY_THIN
0.001,1.32573e-06,2.86371e-07,6.62866e-11,0.0001,0.00064077,1.44347e-07,9.18433,3305.05,-531.119,668.881,operable,VERY_THIN
0.001,1.45068e-06,3.13361e-07,7.25339e-11,0.0001,0.000701161,1.44347e-07,10.0499,3305.05,-536.75,663.25,operable,VERY_THIN
0.001,1.5874e-06,3.42894e-07,7.93701e-11,0.0001,0.000767244,1.44347e-07,10.9971,3305.05,-541.897,658.103,operable,VERY_THIN
0.001,1.73701e-06,3.75211e-07,8.68505e-11,0.0001,0.000839555,1.44347e-07,12.0336,3305.05,-546.602,653.398,operable,VERY_THIN
0.001,1.90072e-06,4.10574e-07,9.50359e-11,0.0001,0.00091868,1.44347e-07,13.1677,3305.05,-550.902,649.098,operable,VERY_THIN
0.001,2.07986e-06,4.49269e-07,1.03993e-10,0.0001,0.00100526,1.44347e-07,14.4087,3305.05,-554.833,645.167,operable,
0.001,2.27588e-06,4.91612e-07,1.13794e-10,0.0001,0.00110001,1.44347e-07,15.7667,3305.05,-558.427,641.573,operable,
0.001,2.49037e-06,5.37945e-07,1.24519e-10,0.0001,0.00120368,1.44347e-07,17.2527,3305.05,-561.712,638.288,operable,
0.001,2.72508e-06,5.88644e-07,1.36254e-10,0.0001,0.00131712,1.44347e-07,18.8787,3305.05,-564.716,635.284,operable,
0.001,2.98191e-06,6.44123e-07,1.49096e-10,0.0001,0.00144126,1.44347e-07,20.6579,3305.05,-567.463,632.537,operable,
0.001,3.26295e-06,7.0483e-07,1.63148e-10,0.0001,0.00157709,1.44347e-07,22.6049,3305.05,-569.975,630.025,operable,
0.001,3.57048e-06,7.71258e-07,1.78524e-10,0.0001,0.00172573,1.44347e-07,24.7354,3305.05,-572.272,627.728,operable,
0.001,3.90698e-06,8.43947e-07,1.95349e-10,0.0001,0.00188838,1.44347e-07,27.0666,3305.05,-574.373,625.627,operable,
0.001,4.27521e-06,9.23487e-07,2.1376e-10,0.0001,0.00206635,1.44347e-07,29.6175,3305.05,-576.296,623.704,operable,
0.001,4.67814e-06,1.01052e-06,2.33907e-10,0.0001,0.0022611,1.44347e-07,32.4089,3305.05,-578.055,621.945,operable,
0.001,5.11904e-06,1.10576e-06,2.55952e-10,0.0001,0.0024742,1.44347e-07,35.4634,3305.05,-579.665,620.335,operable,
0.001,5.60149e-06,1.20998e-06,2.80075e-10,0.0001,0.00270739,1.44347e-07,38.8057,3305.05,-581.14,618.86,operable,
0.001,6.12942e-06,1.32401e-06,3.06471e-10,0.0001,0.00296255,1.44347e-07,42.463,3305.05,-582.491,617.509,operable,
0.001,6.7071e-06,1.4488e-06,3.35355e-10,0.0001,0.00324176,1.44347e-07,46.4651,3305.05,-583.729,616.271,operable,
0.001,7.33923e-06,1.58534e-06,3.66961e-10,0.0001,0.00354729,1.44347e-07,50.8443,3305.05,-584.863,615.137,operable,
0.001,8.03093e-06,1.73476e-06,4.01546e-10,0.0001,0.00388162,1.44347e-07,55.6362,3305.05,-585.905,614.095,operable,
0.001,8.78782e-06,1.89826e-06,4.39391e-10,0.0001,0.00424745,1.44347e-07,60.8798,3305.05,-586.861,613.139,operable,
0.001,9.61605e-06,2.07716e-06,4.80803e-10,0.0001,0.00464776,1.44347e-07,66.6176,3305.05,-587.74,612.26,operable,
0.001,1.05223e-05,2.27293e-06,5.26117e-10,0.0001,0.0050858,1.44347e-07,72.8961,3305.05,-588.548,611.452,operable,
0.001,1.1514e-05,2.48715e-06,5.75702e-10,0.0001,0.00556512,1.44347e-07,79.7663,3305.05,-589.293,610.707,operable,
0.001,1.25992e-05,2.72155e-06,6.29961e-10,0.0001,0.00608962,1.44347e-07,87.2841,3305.05,-589.979,610.021,operable,
0.001,1.37867e-05,2.97805e-06,6.89333e-10,0.0001,0.00666355,1.44347e-07,95.5104,3305.05,-590.614,609.386,operable,
0.001,1.5086e-05,3.25873e-06,7.543e-10,0.0001,0.00729157,1.44347e-07,104.512,3305.05,-591.202,608.798,operable,
0.001,1.65078e-05,3.56585e-06,8.25391e-10,0.0001,0.00797878,1.44347e-07,114.362,3305.05,-591.748,608.252,operable,
0.001,1.80636e-05,3.90192e-06,9.03182e-10,0.0001,0.00873076,1.44347e-07,125.14,3305.05,-592.256,607.744,operable,
0.001,1.97661e-05,4.26967e-06,9.88305e-10,0.0001,0.00955361,1.44347e-07,136.934,3305.05,-592.73,607.27,operable,
0.001,2.1629e-05,4.67207e-06,1.08145e-09,0.0001,0.010454,1.44347e-07,149.84,3305.05,-593.174,606.826,operable,
0.001,2.36675e-05,5.1124e-06,1.18337e-09,0.0001,0.0114393,1.44347e-07,163.962,3305.05,-593.593,606.407,operable,
0.001,2.58981e-05,5.59424e-06,1.2949e-09,0.0001,0.0125174,1.44347e-07,179.415,3305.05,-593.988,606.012,operable,
0.001,2.83389e-05,6.12148e-06,1.41694e-09,0.0001,0.0136971,1.44347e-07,196.325,3305.05,-594.364,605.636,operable,
0.001,3.10098e-05,6.69841e-06,1.55049e-09,0.0001,0.0149881,1.44347e-07,214.828,3305.05,-594.723,605.277,operable,
0.001,3.39323e-05,7.32972e-06,1.69662e-09,0.0001,0.0164006,1.44347e-07,235.075,3305.05,-595.069,604.931,operable,
0.001,3.71304e-05,8.02052e-06,1.85652e-09,0.0001,0.0179464,1.44347e-07,257.23,3305.05,-595.404,604.596,operable,
0.001,4.06298e-05,8.77644e-06,2.03149e-09,0.0001,0.0196377,1.44347e-07,281.473,3305.05,-595.731,604.269,operable,
0.001,4.44591e-05,9.60359e-06,2.22295e-09,0.0001,0.0214886,1.44347e-07,308.001,3305.05,-596.052,603.948,operable,
0.001,4.86492e-05,1.05087e-05,2.43246e-09,0.0001,0.0235138,1.44347e-07,337.029,3305.05,-596.371,603.629,operable,
0.001,5.32343e-05,1.14991e-05,2.66171e-09,0.0001,0.0257299,1.44347e-07,368.794,3305.05,-596.69,603.31,operable,
0.001,5.82515e-05,1.25829e-05,2.91257e-09,0.0001,0.0281549,1.44347e-07,403.551,3305.05,-597.01,602.99,operable,
0.001,6.37415e-05,1.37688e-05,3.18708e-09,0.0001,0.0308084,1.44347e-07,441.585,3305.05,-597.336,602.664,operable,
0.001,6.9749e-05,1.50665e-05,3.48745e-09,0.0001,0.033712,1.44347e-07,483.203,3305.05,-597.669,602.331,operable,
0.001,7.63227e-05,1.64864e-05,3.81613e-09,0.0001,0.0368893,1.44347e-07,528.744,3305.05,-598.013,601.987,operable,
0.001,8.35159e-05,1.80402e-05,4.17579e-09,0.0001,0.040366,1.44347e-07,578.577,3305.05,-598.37,601.63,operable,
0.001,9.1387e-05,1.97405e-05,4.56935e-09,0.0001,0.0441704,1.44347e-07,633.106,3305.05,-598.742,601.258,operable,
0.001,0.0001,2.1601e-05,5e-09,0.0001,0.0483333,1.44347e-07,692.774,3305.05,-599.134,600.866,not operable,FLOODING
0.00113911,2e-07,4.3202e-08,1.13911e-11,0.000113911,0.000110114,1.57441e-07,1.27031,2901.42,-123.583,1076.42,marginal,VERY_THIN
0.00113911,2.18849e-07,4.72736e-08,1.24647e-11,0.000113911,0.000120492,1.57441e-07,1.39004,2901.42,-164.265,1035.74,marginal,VERY_THIN
0.00113911,2.39475e-07,5.1729e-08,1.36395e-11,0.000113911,0.000131848,1.57441e-07,1.52104,2901.42,-201.443,998.557,operable,VERY_THIN
0.00113911,2.62045e-07,5.66044e-08,1.4925e-11,0.000113911,0.000144275,1.57441e-07,1.6644,2901.42,-235.419,964.581,operable,VERY_THIN
0.00113911,2.86742e-07,6.19392e-08,1.63316e-11,0.000113911,0.000157872,1.57441e-07,1.82126,2901.42,-266.469,933.531,operable,VERY_THIN
0.00113911,3.13767e-07,6.77768e-08,1.78708e-11,0.000113911,0.000172751,1.57441e-07,1.99291,2901.42,-294.845,905.155,operable,VERY_THIN
0.00113911,3.43339e-07,7.41646e-08,1.95551e-11,0.000113911,0.000189032,1.57441e-07,2.18074,2901.42,-320.777,879.223,operable,VERY_THIN
0.00113911,3.75698e-07,8.11544e-08,2.13981e-11,0.000113911,0.000206848,1.57441e-07,2.38627,2901.42,-344.476,855.524,operable,VERY_THIN
0.00113911,4.11106e-07,8.8803e-08,2.34148e-11,0.000113911,0.000226343,1.57441e-07,2.61117,2901.42,-366.134,833.866,operable,VERY_THIN
0.00113911,4.49852e-07,9.71724e-08,2.56216e-11,0.000113911,0.000247675,1.57441e-07,2.85726,2901.42,-385.927,814.073,operable,VERY_THIN
0.00113911,4.92249e-07,1.06331e-07,2.80364e-11,0.000113911,0.000271018,1.57441e-07,3.12655,2901.42,-404.015,795.985,operable,VERY_THIN
0.00113911,5.38642e-07,1.16352e-07,3.06787e-11,0.000113911,0.000296561,1.57441e-07,3.42122,2901.42,-420.545,779.455,operable,VERY_THIN
0.00113911,5.89408e-07,1.27318e-07,3.35701e-11,0.000113911,0.000324511,1.57441e-07,3.74366,2901.42,-435.653,764.347,operable,VERY_THIN
0.00113911,6.44958e-07,1.39317e-07,3.6734e-11,0.000113911,0.000355095,1.57441e-07,4.0965,2901.42,-449.459,750.541,operable,VERY_THIN
0.00113911,7.05744e-07,1.52448e-07,4.01961e-11,0.000113911,0.000388562,1.57441e-07,4.48258,2901.42,-462.077,737.923,operable,VERY_THIN
0.00113911,7.72258e-07,1.66815e-07,4.39844e-11,0.000113911,0.000425183,1.57441e-07,4.90505,2901.42,-473.608,726.392,operable,VERY_THIN
0.00113911,8.45042e-07,1.82537e-07,4.81299e-11,0.000113911,0.000465255,1.57441e-07,5.36734,2901.42,-484.147,715.853,operable,VERY_THIN
0.00113911,9.24685e-07,1.99741e-07,5.2666e-11,0.000113911,0.000509104,1.57441e-07,5.8732,2901.42,-493.778,706.222,operable,VERY_THIN
0.00113911,1.01183e-06,2.18566e-07,5.76296e-11,0.000113911,0.000557086,1.57441e-07,6.42673,2901.42,-502.581,697.419,operable,VERY_THIN
0.00113911,1.1072e-06,2.39165e-07,6.3061e-11,0.000113911,0.00060959,1.57441e-07,7.03243,2901.42,-510.626,689.374,operable,VERY_THIN
0.00113911,1.21155e-06,2.61706e-07,6.90044e-11,0.000113911,0.000667042,1.57441e-07,7.69522,2901.42,-517.978,682.022,operable,VERY_THIN
0.00113911,1.32573e-06,2.86371e-07,7.55079e-11,0.000113911,0.000729909,1.57441e-07,8.42047,2901.42,-524.699,675.301,operable,VERY_THIN
0.00113911,1.45068e-06,3.13361e-07,8.26243e-11,0.000113911,0.000798701,1.57441e-07,9.21408,2901.42,-530.841,669.159,operable,VERY_THIN
0.00113911,1.5874e-06,3.42894e-07,9.04114e-11,0.000113911,0.000873977,1.57441e-07,10.0825,2901.42,-536.455,663.545,operable,VERY_THIN
0.00113911,1.73701e-06,3.75211e-07,9.89324e-11,0.000113911,0.000956347,1.57441e-07,11.0327,2901.42,-541.587,658.413,operable,VERY_THIN
0.00113911,1.90072e-06,4.10574e-07,1.08257e-10,0.000113911,0.00104648,1.57441e-07,12.0725,2901.42,-546.278,653.722,operable,VERY_THIN
0.00113911,2.07986e-06,4.49269e-07,1.18459e-10,0.000113911,0.00114511,1.57441e-07,13.2103,2901.42,-550.566,649.434,operable,
0.00113911,2.27588e-06,4.91612e-07,1.29624e-10,0.000113911,0.00125303,1.57441e-07,14.4554,2901.42,-554.485,645.515,operable,
0.00113911,2.49037e-06,5.37945e-07,1.41841e-10,0.000113911,0.00137113,1.57441e-07,15.8178,2901.42,-558.069,641.931,operable,
0.00113911,2.72508e-06,5.88644e-07,1.55209e-10,0.000113911,0.00150035,1.57441e-07,17.3085,2901.42,-561.346,638.654,operable,
0.00113911,2.98191e-06,6.44123e-07,1.69837e-10,0.000113911,0.00164176,1.57441e-07,18.9398,2901.42,-564.342,635.658,operable,
0.00113911,3.26295e-06,7.0483e-07,1.85843e-10,0.000113911,0.00179649,1.57441e-07,20.7249,2901.42,-567.082,632.918,operable,
0.00113911,3.57048e-06,7.71258e-07,2.03359e-10,0.000113911,0.0019658,1.57441e-07,22.6781,2901.42,-569.588,630.412,operable,
0.00113911,3.90698e-06,8.43947e-07,2.22525e-10,0.000113911,0.00215107,1.57441e-07,24.8155,2901.42,-571.881,628.119,operable,
0.00113911,4.27521e-06,9.23487e-07,2.43497e-10,0.000113911,0.00235381,1.57441e-07,27.1543,2901.42,-573.979,626.021,operable,
0.00113911,4.67814e-06,1.01052e-06,2.66446e-10,0.000113911,0.00257565,1.57441e-07,29.7135,2901.42,-575.898,624.102,operable,
0.00113911,5.11904e-06,1.10576e-06,2.91558e-10,0.000113911,0.00281839,1.57441e-07,32.5139,2901.42,-577.655,622.345,operable,
0.00113911,5.60149e-06,1.20998e-06,3.19036e-10,0.000113911,0.00308402,1.57441e-07,35.5783,2901.42,-579.265,620.735,operable,
0.00113911,6.12942e-06,1.32401e-06,3.49105e-10,0.000113911,0.00337468,1.57441e-07,38.9314,2901.42,-580.739,619.261,operable,
0.00113911,6.7071e-06,1.4488e-06,3.82007e-10,0.000113911,0.00369273,1.57441e-07,42.6006,2901.42,-582.09,617.91,operable,
0.00113911,7.33923e-06,1.58534e-06,4.1801e-10,0.000113911,0.00404076,1.57441e-07,46.6156,2901.42,-583.329,616.671,operable,
0.00113911,8.03093e-06,1.73476e-06,4.57406e-10,0.000113911,0.0044216,1.57441e-07,51.009,2901.42,-584.466,615.534,operable,
0.00113911,8.78782e-06,1.89826e-06,5.00516e-10,0.000113911,0.00483832,1.57441e-07,55.8164,2901.42,-585.51,614.49,operable,
0.00113911,9.61605e-06,2.07716e-06,5.47688e-10,0.000113911,0.00529432,1.57441e-07,61.077,2901.42,-586.47,613.53,operable,
0.00113911,1.05223e-05,2.27293e-06,5.99306e-10,0.000113911,0.00579329,1.57441e-07,66.8333,2901.42,-587.353,612.647,operable,
0.00113911,1.1514e-05,2.48715e-06,6.55789e-10,0.000113911,0.0063393,1.57441e-07,73.1322,2901.42,-588.167,611.833,operable,
0.00113911,1.25992e-05,2.72155e-06,7.17596e-10,0.000113911,0.00693676,1.57441e-07,80.0247,2901.42,-588.918,611.082,operable,
0.00113911,1.37867e-05,2.97805e-06,7.85227e-10,0.000113911,0.00759053,1.57441e-07,87.5668,2901.42,-589.613,610.387,operable,
0.00113911,1.5086e-05,3.25873e-06,8.59233e-10,0.000113911,0.00830592,1.57441e-07,95.8198,2901.42,-590.256,609.744,operable,
0.00113911,1.65078e-05,3.56585e-06,9.40213e-10,0.000113911,0.00908873,1.57441e-07,104.851,2901.42,-590.854,609.146,operable,
0.00113911,1.80636e-05,3.90192e-06,1.02883e-09,0.000113911,0.00994532,1.57441e-07,114.732,2901.42,-591.41,608.59,operable,
0.00113911,1.97661e-05,4.26967e-06,1.12579e-09,0.000113911,0.0108826,1.57441e-07,125.546,2901.42,-591.931,608.069,operable,
0.00113911,2.1629e-05,4.67207e-06,1.23189e-09,0.000113911,0.0119083,1.57441e-07,137.378,2901.42,-592.419,607.581,operable,
0.00113911,2.36675e-05,5.1124e-06,1.348e-09,0.000113911,0.0130306,1.57441e-07,150.326,2901.42,-592.878,607.122,operable,
0.00113911,2.58981e-05,5.59424e-06,1.47504e-09,0.000113911,0.0142587,1.57441e-07,164.493,2901.42,-593.314,606.686,operable,
0.00113911,2.83389e-05,6.12148e-06,1.61406e-09,0.000113911,0.0156026,1.57441e-07,179.996,2901.42,-593.728,606.272,operable,
0.00113911,3.10098e-05,6.69841e-06,1.76618e-09,0.000113911,0.0170731,1.57441e-07,196.961,2901.42,-594.125,605.875,operable,
0.00113911,3.39323e-05,7.32972e-06,1.93264e-09,0.000113911,0.0186822,1.57441e-07,215.524,2901.42,-594.507,605.493,operable,
0.00113911,3.71304e-05,8.02052e-06,2.11478e-09,0.000113911,0.0204429,1.57441e-07,235.836,2901.42,-594.878,605.122,operable,
0.00113911,4.06298e-05,8.77644e-06,2.3141e-09,0.000113911,0.0223696,1.57441e-07,258.063,2901.42,-595.24,604.76,operable,
0.00113911,4.44591e-05,9.60359e-06,2.53219e-09,0.000113911,0.0244779,1.57441e-07,282.385,2901.42,-595.598,604.402,operable,
0.00113911,4.86492e-05,1.05087e-05,2.77085e-09,0.000113911,0.0267848,1.57441e-07,308.999,2901.42,-595.952,604.048,operable,
0.00113911,5.32343e-05,1.14991e-05,3.03199e-09,0.000113911,0.0293093,1.57441e-07,338.121,2901.42,-596.308,603.692,operable,
0.00113911,5.82515e-05,1.25829e-05,3.31775e-09,0.000113911,0.0320716,1.57441e-07,369.988,2901.42,-596.666,603.334,operable,
0.00113911,6.37415e-05,1.37688e-05,3.63044e-09,0.000113911,0.0350942,1.57441e-07,404.859,2901.42,-597.031,602.969,operable,
0.00113911,6.9749e-05,1.50665e-05,3.9726e-09,0.000113911,0.0384018,1.57441e-07,443.015,2901.42,-597.405,602.595,operable,
0.00113911,7.63227e-05,1.64864e-05,4.347e-09,0.000113911,0.042021,1.57441e-07,484.768,2901.42,-597.791,602.209,operable,
0.00113911,8.35159e-05,1.80402e-05,4.7567e-09,0.000113911,0.0459814,1.57441e-07,530.457,2901.42,-598.193,601.807,operable,
0.00113911,9.1387e-05,1.97405e-05,5.205e-09,0.000113911,0.050315,1.57441e-07,580.451,2901.42,-598.613,601.387,operable,
0.00113911,0.0001,2.1601e-05,5.69556e-09,0.000113911,0.0550571,1.57441e-07,635.157,2901.42,-599.055,600.945,not operable,FLOODING
0.00129758,2e-07,4.3202e-08,1.29758e-11,0.000129758,0.000125432,1.71724e-07,1.16466,2547.09,-80.1671,1119.83,marginal,VERY_THIN
0.00129758,2.18849e-07,4.72736e-08,1.41987e-11,0.000129758,0.000137254,1.71724e-07,1.27443,2547.09,-124.54,1075.46,marginal,VERY_THIN
0.00129758,2.39475e-07,5.1729e-08,1.55369e-11,0.000129758,0.00015019,1.71724e-07,1.39454,2547.09,-165.09,1034.91,marginal,VERY_THIN
0.00129758,2.62045e-07,5.66044e-08,1.70012e-11,0.000129758,0.000164345,1.71724e-07,1.52597,2547.09,-202.149,997.851,operable,VERY_THIN
0.00129758,2.86742e-07,6.19392e-08,1.86035e-11,0.000129758,0.000179834,1.71724e-07,1.66979,2547.09,-236.016,963.984,operable,VERY_THIN
0.00129758,3.13767e-07,6.77768e-08,2.03569e-11,0.000129758,0.000196783,1.71724e-07,1.82716,2547.09,-266.966,933.034,operable,VERY_THIN
0.00129758,3.43339e-07,7.41646e-08,2.22754e-11,0.000129758,0.000215329,1.71724e-07,1.99937,2547.09,-295.25,904.75,operable,VERY_THIN
0.00129758,3.75698e-07,8.11544e-08,2.43748e-11,0.000129758,0.000235623,1.71724e-07,2.1878,2547.09,-321.099,878.901,operable,VERY_THIN
0.00129758,4.11106e-07,8.8803e-08,2.66721e-11,0.000129758,0.00025783,1.71724e-07,2.394,2547.09,-344.721,855.279,operable,VERY_THIN
0.00129758,4.49852e-07,9.71724e-08,2.91859e-11,0.000129758,0.00028213,1.71724e-07,2.61963,2547.09,-366.309,833.691,operable,VERY_THIN
0.00129758,4.92249e-07,1.06331e-07,3.19366e-11,0.000129758,0.00030872,1.71724e-07,2.86652,2547.09,-386.039,813.961,operable,VERY_THIN
0.00129758,5.38642e-07,1.16352e-07,3.49465e-11,0.000129758,0.000337816,1.71724e-07,3.13668,2547.09,-404.069,795.931,operable,VERY_THIN
0.00129758,5.89408e-07,1.27318e-07,3.82401e-11,0.000129758,0.000369654,1.71724e-07,3.43231,2547.09,-420.547,779.453,operable,VERY_THIN
0.00129758,6.44958e-07,1.39317e-07,4.18441e-11,0.000129758,0.000404493,1.71724e-07,3.75579,2547.09,-435.606,764.394,operable,VERY_THIN
0.00129758,7.05744e-07,1.52448e-07,4.57878e-11,0.000129758,0.000442616,1.71724e-07,4.10976,2547.09,-449.368,750.632,operable,VERY_THIN
0.00129758,7.72258e-07,1.66815e-07,5.01032e-11,0.000129758,0.000484331,1.71724e-07,4.4971,2547.09,-461.945,738.055,operable,VERY_THIN
0.00129758,8.45042e-07,1.82537e-07,5.48253e-11,0.000129758,0.000529978,1.71724e-07,4.92094,2547.09,-473.44,726.56,operable,VERY_THIN
0.00129758,9.24685e-07,1.99741e-07,5.99925e-11,0.000129758,0.000579927,1.71724e-07,5.38472,2547.09,-483.946,716.054,operable,VERY_THIN
0.00129758,1.01183e-06,2.18566e-07,6.56466e-11,0.000129758,0.000634584,1.71724e-07,5.89222,2547.09,-493.547,706.453,operable,VERY_THIN
0.00129758,1.1072e-06,2.39165e-07,7.18336e-11,0.000129758,0.000694392,1.71724e-07,6.44755,2547.09,-502.322,697.678,operable,VERY_THIN
0.00129758,1.21155e-06,2.61706e-07,7.86037e-11,0.000129758,0.000759836,1.71724e-07,7.05521,2547.09,-510.342,689.658,operable,VERY_THIN
0.00129758,1.32573e-06,2.86371e-07,8.60119e-11,0.000129758,0.000831449,1.71724e-07,7.72015,2547.09,-517.672,682.328,operable,VERY_THIN
0.00129758,1.45068e-06,3.13361e-07,9.41183e-11,0.000129758,0.000909811,1.71724e-07,8.44775,2547.09,-524.372,675.628,operable,VERY_THIN
0.00129758,1.5874e-06,3.42894e-07,1.02989e-10,0.000129758,0.000995558,1.71724e-07,9.24393,2547.09,-530.495,669.505,operable,VERY_THIN
0.00129758,1.73701e-06,3.75211e-07,1.12695e-10,0.000129758,0.00108939,1.71724e-07,10.1151,2547.09,-536.093,663.907,operable,VERY_THIN
0.00129758,1.90072e-06,4.10574e-07,1.23316e-10,0.000129758,0.00119206,1.71724e-07,11.0685,2547.09,-541.209,658.791,operable,VERY_THIN
0.00129758,2.07986e-06,4.49269e-07,1.34939e-10,0.000129758,0.00130441,1.71724e-07,12.1116,2547.09,-545.887,654.113,operable,
0.00129758,2.27588e-06,4.91612e-07,1.47656e-10,0.000129758,0.00142734,1.71724e-07,13.2531,2547.09,-550.163,649.837,operable,
0.00129758,2.49037e-06,5.37945e-07,1.61572e-10,0.000129758,0.00156187,1.71724e-07,14.5022,2547.09,-554.072,645.928,operable,
0.00129758,2.72508e-06,5.88644e-07,1.768e-10,0.000129758,0.00170907,1.71724e-07,15.869,2547.09,-557.646,642.354,operable,
0.00129758,2.98191e-06,6.44123e-07,1.93463e-10,0.000129758,0.00187014,1.71724e-07,17.3646,2547.09,-560.915,639.085,operable,
0.00129758,3.26295e-06,7.0483e-07,2.11697e-10,0.000129758,0.0020464,1.71724e-07,19.0012,2547.09,-563.904,636.096,operable,
0.00129758,3.57048e-06,7.71258e-07,2.31648e-10,0.000129758,0.00223927,1.71724e-07,20.792,2547.09,-566.638,633.362,operable,
0.00129758,3.90698e-06,8.43947e-07,2.53481e-10,0.000129758,0.00245031,1.71724e-07,22.7516,2547.09,-569.139,630.861,operable,
0.00129758,4.27521e-06,9.23487e-07,2.77371e-10,0.000129758,0.00268125,1.71724e-07,24.8959,2547.09,-571.428,628.572,operable,
0.00129758,4.67814e-06,1.01052e-06,3.03512e-10,0.000129758,0.00293395,1.71724e-07,27.2422,2547.09,-573.523,626.477,operable,
0.00129758,5.11904e-06,1.10576e-06,3.32117e-10,0.000129758,0.00321047,1.71724e-07,29.8097,2547.09,-575.44,624.56,operable,
0.00129758,5.60149e-06,1.20998e-06,3.63418e-10,0.000129758,0.00351304,1.71724e-07,32.6192,2547.09,-577.196,622.804,operable,
0.00129758,6.12942e-06,1.32401e-06,3.9767e-10,0.000129758,0.00384414,1.71724e-07,35.6935,2547.09,-578.805,621.195,operable,
0.00129758,6.7071e-06,1.4488e-06,4.35149e-10,0.000129758,0.00420644,1.71724e-07,39.0575,2547.09,-580.28,619.72,operable,
0.00129758,7.33923e-06,1.58534e-06,4.7616e-10,0.000129758,0.00460288,1.71724e-07,42.7386,2547.09,-581.633,618.367,operable,
0.00129758,8.03093e-06,1.73476e-06,5.21037e-10,0.000129758,0.00503669,1.71724e-07,46.7666,2547.09,-582.874,617.126,operable,
0.00129758,8.78782e-06,1.89826e-06,5.70144e-10,0.000129758,0.00551139,1.71724e-07,51.1742,2547.09,-584.015,615.985,operable,
0.00129758,9.61605e-06,2.07716e-06,6.23878e-10,0.000129758,0.00603082,1.71724e-07,55.9972,2547.09,-585.063,614.937,operable,
0.00129758,1.05223e-05,2.27293e-06,6.82677e-10,0.000129758,0.00659921,1.71724e-07,61.2748,2547.09,-586.028,613.972,operable,
0.00129758,1.1514e-05,2.48715e-06,7.47018e-10,0.000129758,0.00722117,1.71724e-07,67.0498,2547.09,-586.918,613.082,operable,
